"Statistic Label","County","Detailed Occupational Group","Year","UNIT","VALUE"
"Median Earned Income","Dublin City","Architectural and town planning technicians (incl. Draughtspersons)","2016","Euro","42010"
"Median Earned Income","Dublin City","Human resources and industrial relations officers","2016","Euro","39807"
"Median Earned Income","Dublin City","Importers and exporters","2016","Euro","34699"
"Median Earned Income","Dublin City","Industrial cleaning process occupations","2016","Euro","18431"
"Median Earned Income","Dublin City","Information technology and telecommunications directors","2016","Euro","107058"
"Median Earned Income","Dublin City","Inspectors of standards and regulations","2016","Euro","60597"
"Median Earned Income","Dublin City","Insurance underwriters","2016","Euro","47369"
"Median Earned Income","Dublin City","IT and telecommunications professionals n.e.c.","2016","Euro","63662"
"Median Earned Income","Dublin City","IT business analysts, architects and systems designers","2016","Euro","62406"
"Median Earned Income","Dublin City","IT engineers","2016","Euro","55403"
"Median Earned Income","Dublin City","IT operations technicians","2016","Euro","49362"
"Median Earned Income","Dublin City","Artists","2016","Euro","29761"
"Median Earned Income","Dublin City","IT project and programme managers","2016","Euro","74551"
"Median Earned Income","Dublin City","IT specialist managers","2016","Euro","82469"
"Median Earned Income","Dublin City","IT user support technicians","2016","Euro","39110"
"Median Earned Income","Dublin City","Journalists, newspaper and periodical editors","2016","Euro","49905"
"Median Earned Income","Dublin City","Kitchen and catering assistants","2016","Euro","18334"
"Median Earned Income","Dublin City","Laboratory technicians","2016","Euro","36608"
"Median Earned Income","Dublin City","Large goods vehicle drivers","2016","Euro","34643"
"Median Earned Income","Dublin City","Launderers, dry cleaners and pressers","2016","Euro","19267"
"Median Earned Income","Dublin City","Legal associate professionals","2016","Euro","42929"
"Median Earned Income","Dublin City","Legal professionals n.e.c.","2016","Euro","73613"
"Median Earned Income","Dublin City","Arts officers, producers and directors","2016","Euro","44567"
"Median Earned Income","Dublin City","Leisure and sports managers","2016","Euro","37586"
"Median Earned Income","Dublin City","Leisure and theme park attendants","2016","Euro","17033"
"Median Earned Income","Dublin City","Leisure and travel service occupations n.e.c.","2016","Euro","22066"
"Median Earned Income","Dublin City","Librarians (incl. Archivists and curators)","2016","Euro","43155"
"Median Earned Income","Dublin City","Local government administrative occupations","2016","Euro","37507"
"Median Earned Income","Dublin City","Management consultants and business analysts","2016","Euro","59225"
"Median Earned Income","Dublin City","Managers and directors in retail and wholesale","2016","Euro","33515"
"Median Earned Income","Dublin City","Managers and directors in storage and warehousing","2016","Euro","39531"
"Median Earned Income","Dublin City","Managers and directors in transport and distribution","2016","Euro","61445"
"Median Earned Income","Dublin City","Managers and proprietors in agriculture and horticulture","2016","Euro","44875"
"Median Earned Income","Dublin City","Assemblers (electrical and electronic products)","2016","Euro","25087"
"Median Earned Income","Dublin City","Managers and proprietors in forestry, fishing and related services","2016","Euro",""
"Median Earned Income","Dublin City","Managers and proprietors in horse-racing and related industries","2016","Euro",""
"Median Earned Income","Dublin City","Managers and proprietors in other services n.e.c. (incl. Production managers and directors in mining and energy)","2016","Euro","52505"
"Median Earned Income","Dublin City","Marine and waterways transport operatives","2016","Euro","41600"
"Median Earned Income","Dublin City","Market and street traders and assistants","2016","Euro","16404"
"Median Earned Income","Dublin City","Market research interviewers","2016","Euro","29674"
"Median Earned Income","Dublin City","Marketing and sales directors","2016","Euro","98111"
"Median Earned Income","Dublin City","Marketing associate professionals","2016","Euro","35854"
"Median Earned Income","Dublin City","Mechanical engineers","2016","Euro","58613"
"Median Earned Income","Dublin City","Medical and dental technicians (incl. Dental nurses)","2016","Euro","28846"
"Median Earned Income","Dublin City","Assemblers (vehicles and metal goods) (incl. Assemblers and routine operatives n.e.c.)","2016","Euro","24071"
"Median Earned Income","Dublin City","Medical practitioners","2016","Euro","91000"
"Median Earned Income","Dublin City","Medical radiographers","2016","Euro","54234"
"Median Earned Income","Dublin City","Merchandisers and window dressers","2016","Euro","26275"
"Median Earned Income","Dublin City","Metal machining setters and setter-operators","2016","Euro","35264"
"Median Earned Income","Dublin City","Metal making and treating process operatives","2016","Euro",""
"Median Earned Income","Dublin City","Metal working machine operatives","2016","Euro","29247"
"Median Earned Income","Dublin City","Metal working production and maintenance fitters","2016","Euro","41250"
"Median Earned Income","Dublin City","Mobile machine drivers and operatives n.e.c.","2016","Euro","37098"
"Median Earned Income","Dublin City","Moulders, core makers and die casters","2016","Euro",""
"Median Earned Income","Dublin City","National government administrative occupations","2016","Euro","35985"
"Median Earned Income","Dublin City","Authors, writers and translators","2016","Euro","32159"
"Median Earned Income","Dublin City","Natural and social science professionals n.e.c.","2016","Euro","42644"
"Median Earned Income","Dublin City","NCOs and other ranks in armed forces","2016","Euro","38530"
"Median Earned Income","Dublin City","Nursery nurses and assistants and playworkers (incl. playgroup leaders)","2016","Euro","19999"
"Median Earned Income","Dublin City","Nursing and midwifery professionals","2016","Euro","47336"
"Median Earned Income","Dublin City","Nursing auxiliaries and assistants (incl. Ambulance staff (excl. paramedics))","2016","Euro","31024"
"Median Earned Income","Dublin City","Occupational therapists","2016","Euro","43560"
"Median Earned Income","Dublin City","Office managers","2016","Euro","40465"
"Median Earned Income","Dublin City","Office supervisors","2016","Euro","40897"
"Median Earned Income","Dublin City","Officers in armed forces","2016","Euro","65187"
"Median Earned Income","Dublin City","Officers of non-governmental organisations","2016","Euro","45480"
"Median Earned Income","Dublin City","Actuaries, economists and statisticians (incl. Business and related research professionals)","2016","Euro","51202"
"Median Earned Income","Dublin City","Bakers and flour confectioners","2016","Euro","25274"
"Median Earned Income","Dublin City","Opticians","2016","Euro","41650"
"Median Earned Income","Dublin City","Other administrative occupations n.e.c. (incl. Records clerks and assistants, Library clerks and assistants and Typists and related keyboard occupations)","2016","Euro","31759"
"Median Earned Income","Dublin City","Other drivers and transport operatives n.e.c.","2016","Euro","58837"
"Median Earned Income","Dublin City","Other elementary services occupations n.e.c.","2016","Euro","20529"
"Median Earned Income","Dublin City","Other skilled trades n.e.c.","2016","Euro","28415"
"Median Earned Income","Dublin City","Packers, bottlers, canners and fillers","2016","Euro","21383"
"Median Earned Income","Dublin City","Painters and decorators","2016","Euro","33312"
"Median Earned Income","Dublin City","Paper and wood machine operatives","2016","Euro","27718"
"Median Earned Income","Dublin City","Paramedics","2016","Euro","61081"
"Median Earned Income","Dublin City","Parking and civil enforcement occupations","2016","Euro","24763"
"Median Earned Income","Dublin City","Bank and post office clerks","2016","Euro","38799"
"Median Earned Income","Dublin City","Pensions and insurance clerks and assistants","2016","Euro","39560"
"Median Earned Income","Dublin City","Pest control officers","2016","Euro",""
"Median Earned Income","Dublin City","Pharmaceutical technicians","2016","Euro","31127"
"Median Earned Income","Dublin City","Pharmacists","2016","Euro","61729"
"Median Earned Income","Dublin City","Pharmacy and other dispensing assistants","2016","Euro","19975"
"Median Earned Income","Dublin City","Photographers, audio-visual and broadcasting equipment operators","2016","Euro","34098"
"Median Earned Income","Dublin City","Physical scientists","2016","Euro","65462"
"Median Earned Income","Dublin City","Physiotherapists","2016","Euro","44392"
"Median Earned Income","Dublin City","Pipe fitters","2016","Euro","48292"
"Median Earned Income","Dublin City","Planning, process and production technicians","2016","Euro","38226"
"Median Earned Income","Dublin City","Bar staff","2016","Euro","19236"
"Median Earned Income","Dublin City","Plant and machine operatives n.e.c. (incl. Process operatives n.e.c.)","2016","Euro","25863"
"Median Earned Income","Dublin City","Plasterers","2016","Euro","27593"
"Median Earned Income","Dublin City","Plastics process operatives","2016","Euro","26256"
"Median Earned Income","Dublin City","Plumbers and heating and ventilating engineers","2016","Euro","42132"
"Median Earned Income","Dublin City","Podiatrists","2016","Euro","29941"
"Median Earned Income","Dublin City","Police officers (sergeant and below)","2016","Euro","69286"
"Median Earned Income","Dublin City","Postal workers, mail sorters, messengers and couriers","2016","Euro","39643"
"Median Earned Income","Dublin City","Precision instrument makers and repairers","2016","Euro","42056"
"Median Earned Income","Dublin City","Primary and nursery education teaching professionals","2016","Euro","42462"
